351,13762,100 Bullets. ,46,Vertigo. ,1,1,2,,
352,13763,100 Bullets. ,47,Vertigo. ,1,1,2,,
353,13766,100 Bullets. ,48,Vertigo. ,1,1,2,,
354,13771,100 Bullets. ,49,Vertigo. ,1,1,2,,
355,13776,100 Bullets. ,50,Vertigo. ,1,1,2.5,,
356,33195,100 Bullets. ,51,Vertigo. ,1,1,2,,
357,33194,100 Bullets. ,52,Vertigo. ,1,1,2,,
358,22584,100 Bullets. ,53,Vertigo. ,1,1,2,,
359,13788,100 Bullets. ,54,Vertigo. ,1,1,2,,
360,13789,100 Bullets. ,55,Vertigo. ,1,1,2,,
361,13793,100 Bullets. ,56,Vertigo. ,1,1,2,,
362,13797,100 Bullets. ,57,Vertigo. ,1,1,2,,
363,13800,100 Bullets. ,58,Vertigo. ,1,1,2,,
364,22586,100 Bullets. ,61,Vertigo. ,1,1,2,,
365,22589,100 Bullets. ,62,Vertigo. ,1,1,2,,
366,70542,100 Bullets. ,63,Vertigo. ,1,1,2,,
367,22595,100 Bullets. ,65,Vertigo. ,1,1,2,,
368,22597,100 Bullets. ,66,Vertigo. ,1,1,2,,
369,20333,100 Bullets. ,67,Vertigo. ,1,1,2,,
370,32513,100 Bullets. ,68,Vertigo. ,1,1,2,,
371,33485,100 Bullets. ,69,Vertigo. ,1,1,2,,
372,34186,100 Bullets. ,70,Vertigo. ,1,1,2,,
373,38675,100 Bullets. ,71,Vertigo. ,1,1,2,,
374,38676,100 Bullets. ,72,Vertigo. ,1,1,2,,
375,38708,100 Bullets. ,73,Vertigo. ,1,1,2,,
376,38711,100 Bullets. ,74,Vertigo. ,1,1,2,,
377,39408,100 Bullets. ,75,Vertigo. ,1,1,2,,
378,40445,100 Bullets. ,76,Vertigo. ,1,1,2,,
379,41134,100 Bullets. ,77,Vertigo. ,1,1,2,,
380,42118,100 Bullets. ,78,Vertigo. ,1,1,2,,
381,43478,100 Bullets. ,79,Vertigo. ,1,1,2,,
382,23247,100 Bullets. ,8,Vertigo. ,1,1,1.8,,
383,46137,100 Bullets. ,80,Vertigo. ,1,1,2,,
384,47753,100 Bullets. ,82,Vertigo. ,1,1,2,,
385,49160,100 Bullets. ,83,Vertigo. ,1,1,2,,
386,50934,100 Bullets. ,84,Vertigo. ,1,1,2,,
387,52953,100 Bullets. ,85,Vertigo. ,1,1,2,,
388,54397,100 Bullets. ,86,Vertigo. ,1,1,2,,
389,54398,100 Bullets. ,87,Vertigo. ,1,1,2,,
390,55879,100 Bullets. ,88,Vertigo. ,1,1,2,,
391,23302,100 Bullets. ,9,Vertigo. ,1,1,1.8,,
392,58957,100 Bullets. ,95,Vertigo. ,1,1,2,,
393,57923,100 Bullets. ,96,Vertigo. ,1,1,2,,
394,58956,100 Bullets. ,97,Vertigo. ,1,1,2,,
395,58943,100 Bullets. ,99,Vertigo. ,1,1,2,,
396,59290,100%. Subtitle: Author: Paul Pope. Format: Trade Hardback ,\N,null,\N,1,29.99,,
397,47739,100%. ,2,Vertigo. ,1,1,4.5,,
398,60059,1001 Arabian Nights: The Adventures of Sinbad. ,1,Zenescope. ,0.  …,1,0.65,,
399,60060,1001 Arabian Nights: The Adventures of Sinbad. ,1,Zenescope. ,1.  …,1,2,,
400,60061,1001 Arabian Nights: The Adventures of Sinbad. ,1A. ,Zenescope. ,1.  …,1,2,,
401,60202,1001 Arabian Nights: The Adventures of Sinbad. ,2A. ,Zenescope. ,1.  …,1,2,,
402,60203,1001 Arabian Nights: The Adventures of Sinbad. ,2B. ,Zenescope. ,1.  …,1,2,,
403,60204,1001 Arabian Nights: The Adventures of Sinbad. ,3,Zenescope. ,1.  …,1,2,,
404,59825,1001 Arabian Nights: The Adventures of Sinbad. ,1,Zenescope. ,6C. Cover C: Ho…,1,2,,
405,30857,1001 Nights of Bacchus The. ,1,Dark Horse. ,1,1,2.5,,
406,50823,10th Muse. ,2C. ,Image. ,1. Photo cover…,1,2,,
407,37190,10th Muse: The Odyssey,\N,\N,\N,1,6.5,,
408,30950,1111,1,Crusade. ,1,1,1.5,,
409,30858,133t.,1,Keenspot.,1,1,2.5,,
410,30861,133t.,4,Keenspot.,1,1,2,,
411,30859,133t. ,5,Keenspot. ,1,1,2,,
412,30863,133t. ,6,Keenspot. ,1,1,3.5,,
413,30865,133t.,7,Keenspot.,1,1,3.5,,
414,31674,13: Assassin. ,1,TSR. ,1,1,1.5,,
415,51692,13th Son: Worse Thing Waiting. ,1,Dark Horse. ,2,1,2,,
416,33628,13th Son: Worse Thing Waiting. ,2,Dark Horse. ,2,1,2,,
417,42838,13th Son: Worse Thing Waiting. ,4,Dark Horse. ,2,1,2,,
418,23408,15 Minutes: The Clock is Ticking. ,1,Amaze Ink. ,1,1,2.8,,
419,32742,1602 Doctor Strange,\N,\N,\N,1,74.99,,
420,32907,1602,1,Marvel. ,1,1,3.5,,
421,32908,1602,2,Marvel. ,1,1,3,,
422,32910,1602,3,Marvel. ,1,1,3,,
423,27181,1602,4,Marvel. ,1,1,2.5,,
424,27184,1602,5,Marvel. ,1,1,2.5,,
425,27531,1602,6,Marvel. ,1,1,2.5,,
426,27198,1602,7,Marvel. ,1,1,2.5,,
427,27487,1602,8,Marvel. ,1,1,2.5,,
428,42823,1602: Fantastick Four. ,2,Marvel. ,1,1,2.5,,
429,46894,1602: Fantastick Four. ,2,Marvel. ,1,1,2.5,,
430,46893,1602: Fantastick Four. ,4,Marvel. ,1,1,2.5,,
431,46895,1602: Fantastick Four. ,5,Marvel. ,1,1,2.5,,
432,6282,1602: New World. ,1,Marvel. ,1,1,2.5,,
433,20863,1602: New World. ,2,Marvel. ,1,1,3,,
434,20862,1602: New World. ,3,Marvel. ,1,1,3,,
435,15463,1602: New World. ,4,Marvel. ,1,1,3,,
436,65192,18 Days Format: Hardback ,\N,null,\N,1,18.99,,
437,19041,1963: Horus: Lord of Light. ,1,Image. ,1,1,1.5,,
438,25954,1963: Mystery Incorporated. ,1,Image. ,1,1,1.5,,
439,25955,1963: No One Escapes...the Fury. ,1,Image. ,1,1,1.5,,
440,26089,1963: Tales of the Uncanny. ,1,Image. ,1,1,1.5,,
441,25957,1963: The Tomorrow Syndicate. ,1,Image. ,1,1,1.5,,
442,49623,1st Issue Special. ,1,DC. ,1,1,6,,
443,49070,1st Issue Special. ,5,DC. ,1. Manhunter by Kirby…,1,10,,
444,49630,1st Issue Special. ,6,DC. ,1.  …,1,6,,
445,50752,2 Guns. ,1,Boom! Studios. ,1,1,2.65,,
446,55059,2 Guns. ,3A. ,Boom! Studios. ,1,1,2.65,,
447,55058,2 Guns. ,4,Boom! Studios. ,1,1,2.65,,
448,30884,2000 A.D. Presents. ,8,Fleetway/Quality. ,1,1,1.2,,
449,64300,2000 A.D. Showcase: Axa - The Lethal Hive. ,1,Quality/Fleetway. ,1,1,1.5,,
450,56790,2000 AD Showcase: Sam Slade Robohunter. ,1,Quality Comics. ,1,1,1.4,,
451,35670,2000-2001 Year in Review: Fanboys and Badgirls Bill & Joe's Marvelous Adventure.,\N,\N,\N,1,18.5,,
452,59516,2000AD: American Gothic,\N,\N,\N,1,80,,
453,59495,2000AD: American Gothic,\N,\N,\N,1,90,,
454,60732,2001 Maniacs. ,1,Avatar. ,1 Ltd to 2000,1,3.65,,
455,47720,2020 Visions. ,1,Vertigo. ,1,1,1.5,,
456,47721,2020 Visions. ,3,Vertigo. ,1,1,1.5,,
457,45083,2020 Visions. ,5,Vertigo. ,1,1,1.5,,
458,47722,2020 Visions. ,7,Vertigo. ,1,1,1.5,,
459,27684,2099 A.D.: Genesis. ,1,Marvel. ,1,1,1.7,,
460,25095,2099 Unlimited. ,1,Marvel. ,1,1,2,,
461,2893,2099: World of Tomorrow. ,1,Marvel. ,1,1,1.6,,
462,47330,2099: World of Tomorrow. ,5,Marvel. ,1,1,1.6,,
463,30866,21 Down. ,1,WildStorm. ,1,1,3,,
464,30881,21 Down. ,10,WildStorm. ,1,1,2.5,,
465,38165,21 Down. ,11,WildStorm. ,1,1,2.5,,
466,30867,21 Down. ,2,WildStorm. ,1,1,2.5,,
467,30868,21 Down. ,3,WildStorm. ,1,1,2.5,,
468,30869,21 Down. ,4,WildStorm. ,1,1,2.5,,
469,30873,21 Down. ,5,WildStorm. ,1,1,2.5,,
470,30875,21 Down. ,6,WildStorm. ,1,1,2.5,,
471,30877,21 Down. ,7,WildStorm. ,1,1,2.5,,
472,30879,21 Down. ,8,WildStorm. ,1,1,2.5,,
473,30880,21 Down. ,9,WildStorm. ,1,1,2.5,,
474,37373,21 Down. Subtitle: The Conduit. Author: Justin Gray. Format: Trade Paperback. ,\N,null,\N,1,14.95,,
475,63852,22 Brides. ,1,Event Comics. ,1,1,1.2,,
476,63853,22 Brides. ,2,Event Comics. ,1,1,1.2,,
477,63712,24.. ,1,IDW. ,1,1,5,,
478,34652,24: Stories Author: J.C. Vaughan & Mark L. Haynes Format: Prestige ,\N,null,\N,1,4.99,,
479,73625,28 Days Later. ,1,Boom! Studios. ,1,1,3,,
480,66505,28 Days Later. ,10,Boom! Studios. ,1,1,3,,
481,66507,28 Days Later. ,10A. ,Boom! Studios. ,1,1,3,,
482,66506,28 Days Later. ,11,Boom! Studios. ,1,1,3,,
483,66504,28 Days Later. ,12A. ,Boom! Studios. ,1,1,3,,
484,70056,28 Days Later. ,14,Boom! Studios. ,1,1,3,,
485,66952,28 Days Later. ,15,Boom! Studios. ,1,1,3,,
486,66950,28 Days Later. ,16,Boom! Studios. ,1,1,3,,
487,66034,28 Days Later. ,17,Boom! Studios. ,1,1,3,,
488,66951,28 Days Later. ,18,Boom! Studios. ,1,1,3,,
489,70055,28 Days Later. ,19,Boom! Studios. ,1,1,3,,
490,66987,28 Days Later. ,2,Boom! Studios. ,1,1,3,,
491,70054,28 Days Later. ,20,Boom! Studios. ,1,1,3,,
492,71241,28 Days Later. ,23,Boom! Studios. ,1,1,3,,
493,73575,28 Days Later. ,24,Boom! Studios. ,1,1,3,,
494,63779,28 Days Later. ,4,Boom! Studios. ,1,1,3,,
495,63780,28 Days Later. ,4A. ,Boom! Studios. ,1,1,3,,
496,64469,28 Days Later. ,5A. ,Boom! Studios. ,1,1,3,,
497,63777,28 Days Later. ,7,Boom! Studios. ,1,1,3,,
498,73574,28 Days Later. ,8A. ,Boom! Studios. ,1,1,3,,
499,66508,28 Days Later. ,9,Boom! Studios. ,1,1,3,,
500,66509,28 Days Later. ,9A. ,Boom! Studios. ,1,1,3,,
501,44275,28 Days Later; The Aftermath,\N,\N,\N,1,11.99,,
502,78810,3 Guns. ,1,Boom! Studios. ,1,1,3,,
503,79448,3 Guns. ,2,Boom! Studios. ,1,1,3,,
504,79897,3 Guns. ,3,Boom! Studios. ,1,1,3,,
505,80521,3 Guns. ,4,Boom! Studios. ,1,1,3,,
506,55222,30 Days of Night,\N,\N,\N,1,12.99,,
507,76268,"30 Days of Night. Subtitle: Run, Alice, Run. Author: Steve Niles. Format: Trade Paperback. ",\N,null,\N,1,13.5,,
508,3966,30 Days of Night Annual. ,2004,IDW. ,1,1,3.5,,
509,51542,30 Days of Night Annual. ,2005,IDW. ,1,1,5,,
510,68035,30 Days of Night. Author: Steve Niles. Format: Trade Hardback. ,\N,null,\N,1,25.99,,
511,71485,30 Days of Night. ,1,IDW. ,1,1,3,,
512,76455,30 Days of Night. ,10,IDW. ,1,1,3,,
513,78422,30 Days of Night. ,12,IDW. ,1,1,3,,
514,71486,30 Days of Night. ,1A. ,IDW. ,1,1,3,,
515,69745,30 Days of Night. ,2A. ,IDW. ,1,1,3,,
516,72325,30 Days of Night. ,3A. ,IDW. ,1,1,3,,
517,72324,30 Days of Night. ,5,IDW. ,1,1,3,,
518,73577,30 Days of Night. ,6,IDW. ,1,1,3,,
519,74762,30 Days of Night. ,7,IDW. ,1,1,3,,
520,74761,30 Days of Night. ,8,IDW. ,1,1,3,,
521,59673,30 Days of Night: 30 Days 'Til Death. ,4,IDW. ,1,1,3,,
522,55074,30 Days of Night: Beyond Barrow. ,2,IDW. ,1,1,3,,
523,37114,30 Days of Night: Bloodsucker Tales.,\N,\N,\N,1,16.99,,
524,54938,30 Days of Night: Bloodsucker Tales. ,1,IDW. ,1,1,3,,
525,3957,30 Days of Night: Bloodsucker Tales. ,2,IDW. ,1,1,3,,
526,3959,30 Days of Night: Bloodsucker Tales. ,3,IDW. ,1,1,3,,
527,3960,30 Days of Night: Bloodsucker Tales. ,4,IDW. ,1,1,3,,
528,3961,30 Days of Night: Bloodsucker Tales. ,5,IDW. ,1,1,3,,
529,3962,30 Days of Night: Bloodsucker Tales. ,6,IDW. ,1,1,3,,
530,3963,30 Days of Night: Bloodsucker Tales. ,7,IDW. ,1,1,3,,
531,3964,30 Days of Night: Bloodsucker Tales. ,8,IDW. ,1,1,3,,
532,63165,30 Days of Night: Dark Days,\N,\N,\N,1,13.5,,
533,33889,30 Days of Night: Dead Space. ,1,IDW. ,1,1,3,,
534,49346,30 Days of Night: Dead Space. ,1A. ,IDW. ,1. Retailer Incentive Cover…,1,5,,
535,33890,30 Days of Night: Dead Space. ,2,IDW. ,1,1,3,,
536,33891,30 Days of Night: Dead Space. ,3,IDW. ,1,1,3,,
537,69082,30 Days of Night: Eben & Stella.,\N,\N,\N,1,11.99,,
538,73576,"30 Days of Night: Night, Again. ",1,IDW. ,1,1,3,,
539,69142,"30 Days of Night: Night, Again. ",2,IDW. ,1,1,3,,
540,69141,"30 Days of Night: Night, Again. ",3,IDW. ,1,1,3,,
541,69140,"30 Days of Night: Night, Again. ",4,IDW. ,1,1,3,,
542,63787,30 Days of Night: Red Snow. ,3,IDW. ,1,1,3,,
543,37115,30 Days of Night. Subtitle: Return to Barrow. Author: Steve Niles. Format: Trade Paperback. ,\N,null,\N,1,12.99,,
544,51539,30 Days of Night: Return to Barrow. ,1,IDW. ,1,1,3,,
545,51540,30 Days of Night: Return to Barrow. ,3,IDW. ,1,1,3,,
546,51541,30 Days of Night: Return to Barrow. ,5,IDW. ,1,1,3,,
547,44043,30 Days of Night: Spreading the Disease. ,2A. ,IDW. ,1,1,3,,
548,39090,300 Subtitle: Author: Frank Miller Format: Hardcover ,\N,null,\N,1,22.5,,
549,51543,300,1,Dark Horse. ,1,1,4,,
550,30886,303 (signed).,1,Avatar.,1,1,5.99,,
551,30885,303,0,Avatar.,1,1,0.7,,
552,51544,303,3,Avatar. ,1,1,3,,
553,30946,303,4,Avatar. ,1,1,3,,
554,30888,303,4A. ,Avatar. ,1. Wraparound Cover…,1,2.8,,
555,30887,303,6,Avatar. ,1,1,3,,
556,34290,32 Stories,\N,\N,\N,1,8.5,,
557,61881,365 Samurai and a Few Bowls of Rice Author: J.P. Kalonji Format: Trade Paperback.. ,\N,null,\N,1,12.99,,
558,27180,411,1,Marvel. ,1,1,2.5,,
559,78450,47 Ronin. Vol 1.Issue 1.,\N,\N,\N,1,3,,
560,78234,47 Ronin. Vol 1.Issue 4.,\N,\N,\N,1,3,,
561,65414,5 Days to Die Author: Andy Schidt ,\N,null,\N,1,14.99,,
562,73951,5 Days to Die. ,3,IDW. ,1,1,3,,
563,73952,5 Days to Die. ,4,IDW. ,1,1,3,,
564,73953,5 Days to Die. ,5,IDW. ,1,1,3,,
565,69631,5 Ronin,\N,\N,\N,1,12.99,,
566,67507,5 Ronin. ,1,Marvel. ,1,1,2,,
567,67821,5 Ronin. ,2,Marvel. ,1,1,2,,
568,67820,5 Ronin. ,3,Marvel. ,1,1,2,,
569,69487,5 Ronin. ,4,Marvel. ,1,1,2,,
570,69488,5 Ronin. ,5,Marvel. ,1,1,2,,
571,71366,50 Girls 50. ,1,Image. ,1,1,2,,
572,71383,50 Girls 50. ,2,Image. ,1,1,2,,
573,73578,50 Girls 50. ,3,Image. ,1,1,2,,
574,36761,500 Manga Heroes & Villains. Author: Helen McCarthy. Format: Trade Paperback. ,\N,null,\N,1,12.99,,
575,51041,52 Aftermath: Four Horsemen. ,1,DC. ,1,1,2,,
576,51153,52 Aftermath: Four Horsemen. ,2,DC. ,1,1,2,,
577,52150,52 Aftermath: Four Horsemen. ,3,DC. ,1,1,2,,
578,52644,52 Aftermath: Four Horsemen. ,4,DC. ,1,1,2,,
579,54246,52 Aftermath: Four Horsemen. ,5,DC. ,1,1,2,,
580,54166,52 Aftermath: Four Horsemen. ,6,DC. ,1,1,2,,
581,54358,52 Aftermath:Crime Bible - Five Lessons of Blood. ,1,DC. ,1,1,2,,
582,54497,52 Aftermath:Crime Bible - Five Lessons of Blood. ,2,DC. ,1,1,2,,
583,56700,52 Aftermath:Crime Bible - Five Lessons of Blood. ,3,DC. ,1,1,2,,
584,56701,52 Aftermath:Crime Bible - Five Lessons of Blood. ,4,DC. ,1,1,2,,
585,54510,52 Aftermath:Crime Bible - Five Lessons of Blood. ,5,DC. ,1,1,2,,
586,45817,52 vol1,\N,\N,\N,1,12.99,,
587,36602,52,1,DC. ,1,1,1.65,,
588,37907,52,10,DC. ,1,1,1.65,,
589,38279,52,11,DC. ,1,1,1.65,,
590,38280,52,12,DC. ,1,1,1.65,,
591,38559,52,13,DC. ,1,1,1.65,,
592,39322,52,18,DC. ,1,1,1.65,,
593,36603,52,2,DC. ,1,1,1.65,,
594,40900,52,20,DC. ,1,1,1.65,,
595,39831,52,21,DC. ,1,1,1.65,,
596,40415,52,22,DC. ,1,1,1.65,,
597,40417,52,23,DC. ,1,1,1.65,,
598,39830,52,24,DC. ,1,1,1.65,,
599,40901,52,25,DC. ,1,1,1.65,,
600,40434,52,26,DC. ,1,1,1.65,,
601,40542,52,27,DC. ,1,1,1.65,,
602,40902,52,28,DC. ,1,1,1.65,,
603,41118,52,29,DC. ,1,1,1.65,,
604,36604,52,3,DC. ,1,1,1.65,,
605,41127,52,30,DC. ,1,1,1.65,,
606,41282,52,31,DC. ,1,1,1.65,,
607,41668,52,32,DC. ,1,1,1.65,,
608,42033,52,33,DC. ,1,1,1.65,,
609,42064,52,34,DC. ,1,1,1.65,,
610,42003,52,35,DC. ,1,1,1.65,,
611,42207,52,36,DC. ,1,1,1.65,,
612,42349,52,37,DC. ,1,1,1.65,,
613,42815,52,38,DC. ,1,1,1.65,,
614,43034,52,39,DC. ,1,1,1.65,,
615,36605,52,4,DC. ,1,1,1.65,,
616,43314,52,40,DC. ,1,1,1.65,,
617,43477,52,41,DC. ,1,1,1.65,,
618,43733,52,42,DC. ,1,1,1.65,,
619,44141,52,43,DC. ,1,1,1.65,,
620,44052,52,44,DC. ,1,1,1.65,,
621,44116,52,45,DC. ,1,1,1.65,,
622,44299,52,46,DC. ,1,1,1.65,,
623,44477,52,47,DC. ,1,1,1.65,,
624,44561,52,48,DC. ,1,1,1.65,,
625,44681,52,49,DC. ,1,1,1.65,,
626,36606,52,5,DC. ,1,1,1.65,,
627,45134,52,50,DC. ,1,1,1.65,,
628,46126,52,51,DC. ,1,1,1.65,,
629,46643,52,52,DC. ,1,1,1.65,,
630,36424,52,6,DC. ,1,1,1.65,,
631,37952,52,7,DC. ,1,1,1.65,,
632,37810,52,8,DC. ,1,1,1.65,,
633,37814,52,9,DC. ,1,1,1.65,,
634,54771,52: Aftermath - The Four Horsemen,\N,\N,\N,1,12.99,,
635,49801,52: The Companion,\N,\N,\N,1,12.99,,
636,27685,666: The Mark of the Beast. ,1,Fleetway/Quality. ,1,1,1.2,,
637,42859,666: The Mark of the Beast. ,10,Fleetway/Quality. ,1,1,1.2,,
638,42860,666: The Mark of the Beast. ,11,Fleetway/Quality. ,1,1,1.2,,
639,27686,666: The Mark of the Beast. ,2,Fleetway/Quality. ,1,1,1.2,,
640,27687,666: The Mark of the Beast. ,3,Fleetway/Quality. ,1,1,1.2,,
